id,source,source_table,topic,category,difficulty,frequency,direction,term,question,answer
fsp-stuttgart-181,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,medium,3,Fachbegriff → Umgangssprache,Meningitis,Was bedeutet der medizinische Fachbegriff „Meningitis“ in Umgangssprache?,Hirnhautentzündung
fsp-stuttgart-182,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Metabolismus,Was bedeutet der medizinische Fachbegriff „Metabolismus“ in Umgangssprache?,Stoffwechsel
fsp-stuttgart-183,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Meteorismus,Was bedeutet der medizinische Fachbegriff „Meteorismus“ in Umgangssprache?,übermäßige Gasansammlung im Darm
fsp-stuttgart-184,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Mykose,Was bedeutet der medizinische Fachbegriff „Mykose“ in Umgangssprache?,Pilzerkrankung
fsp-stuttgart-185,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Myopie,Was bedeutet der medizinische Fachbegriff „Myopie“ in Umgangssprache?,Kurzsichtigkeit
fsp-stuttgart-186,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Nephrektomie,Was bedeutet der medizinische Fachbegriff „Nephrektomie“ in Umgangssprache?,operative Entfernung einer Niere
fsp-stuttgart-187,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,nosokomial,Was bedeutet der medizinische Fachbegriff „nosokomial“ in Umgangssprache?,das Krankenhaus betreffend
fsp-stuttgart-188,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Nucleus,Was bedeutet der medizinische Fachbegriff „Nucleus“ in Umgangssprache?,Kern
fsp-stuttgart-189,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Obstipation,Was bedeutet der medizinische Fachbegriff „Obstipation“ in Umgangssprache?,Verstopfung
fsp-stuttgart-190,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,okzipital,Was bedeutet der medizinische Fachbegriff „okzipital“ in Umgangssprache?,zum Hinterhaupt gehörend
fsp-stuttgart-191,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Ophthalmoplegia,Was bedeutet der medizinische Fachbegriff „Ophthalmoplegia“ in Umgangssprache?,Augenmuskellähmung
fsp-stuttgart-192,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,os carpi,Was bedeutet der medizinische Fachbegriff „os carpi“ in Umgangssprache?,Handwurzelknochen
fsp-stuttgart-193,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Os coccyx,Was bedeutet der medizinische Fachbegriff „Os coccyx“ in Umgangssprache?,Steißbein
fsp-stuttgart-194,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Os ilium,Was bedeutet der medizinische Fachbegriff „Os ilium“ in Umgangssprache?,Darmbein
fsp-stuttgart-195,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Ösophago-Gastro- Duodenoskopie (ÖGD),Was bedeutet der medizinische Fachbegriff „Ösophago-Gastro- Duodenoskopie (ÖGD)“ in Umgangssprache?,Magenspiegelung
fsp-stuttgart-196,FSP Stuttgart.docx,7,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Ösophagus,Was bedeutet der medizinische Fachbegriff „Ösophagus“ in Umgangssprache?,Speiseröhre
fsp-stuttgart-197,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Os pubis,Was bedeutet der medizinische Fachbegriff „Os pubis“ in Umgangssprache?,Schambein
fsp-stuttgart-198,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Ossa,Was bedeutet der medizinische Fachbegriff „Ossa“ in Umgangssprache?,Knochen
fsp-stuttgart-199,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Os tarsi,Was bedeutet der medizinische Fachbegriff „Os tarsi“ in Umgangssprache?,Fußwurzelknochen
fsp-stuttgart-200,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Osteoporose,Was bedeutet der medizinische Fachbegriff „Osteoporose“ in Umgangssprache?,Knochenschwund
fsp-stuttgart-201,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Osteosynthese,Was bedeutet der medizinische Fachbegriff „Osteosynthese“ in Umgangssprache?,operatives Zusammenfügen von Knochenbruchstücken
fsp-stuttgart-202,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Otitis,Was bedeutet der medizinische Fachbegriff „Otitis“ in Umgangssprache?,Ohrenentzündung
fsp-stuttgart-203,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,palliativ,Was bedeutet der medizinische Fachbegriff „palliativ“ in Umgangssprache?,lindernd (ohne zu heilen)
fsp-stuttgart-204,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,palmar,Was bedeutet der medizinische Fachbegriff „palmar“ in Umgangssprache?,handflächenseitig
fsp-stuttgart-205,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Palpation,Was bedeutet der medizinische Fachbegriff „Palpation“ in Umgangssprache?,Untersuchung durch Betasten
fsp-stuttgart-206,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Pankreas,Was bedeutet der medizinische Fachbegriff „Pankreas“ in Umgangssprache?,Bauchspeicheldrüse
fsp-stuttgart-207,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,medium,3,Fachbegriff → Umgangssprache,Parkinson,Was bedeutet der medizinische Fachbegriff „Parkinson“ in Umgangssprache?,"Schüttellähmung, Zitterlähmung"
fsp-stuttgart-208,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,pCO2,Was bedeutet der medizinische Fachbegriff „pCO2“ in Umgangssprache?,Kohlendioxid-Partialdruck
fsp-stuttgart-209,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Perforation,Was bedeutet der medizinische Fachbegriff „Perforation“ in Umgangssprache?,Durchbruch
fsp-stuttgart-210,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,perkussorisch,Was bedeutet der medizinische Fachbegriff „perkussorisch“ in Umgangssprache?,durch Perkussion nachweisbar
fsp-stuttgart-211,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Pertrochantäre Femurfraktur,Was bedeutet der medizinische Fachbegriff „Pertrochantäre Femurfraktur“ in Umgangssprache?,Knochenbruch der Oberseite des Oberschenkelknochens
fsp-stuttgart-212,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Pharyngitis,Was bedeutet der medizinische Fachbegriff „Pharyngitis“ in Umgangssprache?,Rachenentzündung
fsp-stuttgart-213,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Pharynx,Was bedeutet der medizinische Fachbegriff „Pharynx“ in Umgangssprache?,Rachen
fsp-stuttgart-214,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Phobie,Was bedeutet der medizinische Fachbegriff „Phobie“ in Umgangssprache?,Zwangsangst (z. B. Platzangst)
fsp-stuttgart-215,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Placebo,Was bedeutet der medizinische Fachbegriff „Placebo“ in Umgangssprache?,Scheinmedikament ohne Wirkstoffe
fsp-stuttgart-216,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Plazenta,Was bedeutet der medizinische Fachbegriff „Plazenta“ in Umgangssprache?,Mutterkuchen
fsp-stuttgart-217,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Pleuritis,Was bedeutet der medizinische Fachbegriff „Pleuritis“ in Umgangssprache?,"Rippenfellentzündung, Brustfellentzündung"
fsp-stuttgart-218,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Pneumonektomie,Was bedeutet der medizinische Fachbegriff „Pneumonektomie“ in Umgangssprache?,Operative Entfernung eines Lungenflügels
fsp-stuttgart-219,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Pneumonie,Was bedeutet der medizinische Fachbegriff „Pneumonie“ in Umgangssprache?,Lungenentzündung
fsp-stuttgart-220,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Pneumothorax,Was bedeutet der medizinische Fachbegriff „Pneumothorax“ in Umgangssprache?,Ansammlung von Luft im Pleuraspalt
fsp-stuttgart-221,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Pollinose,Was bedeutet der medizinische Fachbegriff „Pollinose“ in Umgangssprache?,Heuschnupfen
fsp-stuttgart-222,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Präfinal,Was bedeutet der medizinische Fachbegriff „Präfinal“ in Umgangssprache?,kurz vor dem Tod
fsp-stuttgart-223,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,präventiv,Was bedeutet der medizinische Fachbegriff „präventiv“ in Umgangssprache?,vorbeugend
fsp-stuttgart-224,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Prolaps,Was bedeutet der medizinische Fachbegriff „Prolaps“ in Umgangssprache?,"Vorfall, Heraustreten von inneren Organen"
fsp-stuttgart-225,FSP Stuttgart.docx,8,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Psoriasis,Was bedeutet der medizinische Fachbegriff „Psoriasis“ in Umgangssprache?,Schuppenflechte
fsp-stuttgart-226,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Pulmo,Was bedeutet der medizinische Fachbegriff „Pulmo“ in Umgangssprache?,Lunge
fsp-stuttgart-227,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Pus,Was bedeutet der medizinische Fachbegriff „Pus“ in Umgangssprache?,Eiter
fsp-stuttgart-228,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,radial,Was bedeutet der medizinische Fachbegriff „radial“ in Umgangssprache?,auf den Radius bezogen
fsp-stuttgart-229,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,radialis,Was bedeutet der medizinische Fachbegriff „radialis“ in Umgangssprache?,zur Speiche (Radius) gehörend
fsp-stuttgart-230,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Radiatus,Was bedeutet der medizinische Fachbegriff „Radiatus“ in Umgangssprache?,Speiche
fsp-stuttgart-231,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,medium,3,Fachbegriff → Umgangssprache,Reflux,Was bedeutet der medizinische Fachbegriff „Reflux“ in Umgangssprache?,Rückfluss
fsp-stuttgart-232,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Rektumexstirpation,Was bedeutet der medizinische Fachbegriff „Rektumexstirpation“ in Umgangssprache?,chirurgische Entfernung des Mastdarmes
fsp-stuttgart-233,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Resektion,Was bedeutet der medizinische Fachbegriff „Resektion“ in Umgangssprache?,operative Entfernung eines Organs
fsp-stuttgart-234,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Ablatio retinae,Was bedeutet der medizinische Fachbegriff „Ablatio retinae“ in Umgangssprache?,Netzhautablösung
fsp-stuttgart-235,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Rh Inkompatibilität,Was bedeutet der medizinische Fachbegriff „Rh Inkompatibilität“ in Umgangssprache?,Blutgruppeninkompatibilität
fsp-stuttgart-236,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Sinusitis frontalis,Was bedeutet der medizinische Fachbegriff „Sinusitis frontalis“ in Umgangssprache?,Nasennebenhöhlenentzündung
fsp-stuttgart-237,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Sperma,Was bedeutet der medizinische Fachbegriff „Sperma“ in Umgangssprache?,Samenflüssigkeit
fsp-stuttgart-238,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Spondylitis,Was bedeutet der medizinische Fachbegriff „Spondylitis“ in Umgangssprache?,Wirbelentzündung
fsp-stuttgart-239,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Stauungsdermatitis,Was bedeutet der medizinische Fachbegriff „Stauungsdermatitis“ in Umgangssprache?,Entzündung der Haut an den Unterschenkeln durch Stauung von Blut und Flüssigkeit
fsp-stuttgart-240,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Sterilität (poly.),Was bedeutet der medizinische Fachbegriff „Sterilität (poly.)“ in Umgangssprache?,1. Keimfreiheit 2. Unfruchtbarkeit
fsp-stuttgart-241,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Strabismus,Was bedeutet der medizinische Fachbegriff „Strabismus“ in Umgangssprache?,Schielen
fsp-stuttgart-242,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Struma nodosa,Was bedeutet der medizinische Fachbegriff „Struma nodosa“ in Umgangssprache?,"Kropf, Schilddrüsenvergrößerung"
fsp-stuttgart-243,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Subcutis,Was bedeutet der medizinische Fachbegriff „Subcutis“ in Umgangssprache?,Unterhautfettgewebe
fsp-stuttgart-244,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Subluxation,Was bedeutet der medizinische Fachbegriff „Subluxation“ in Umgangssprache?,unvollständige Verrenkung
fsp-stuttgart-245,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Sugillation,Was bedeutet der medizinische Fachbegriff „Sugillation“ in Umgangssprache?,oberflächlicher Bluterguss
fsp-stuttgart-246,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,high-priority,6,Fachbegriff → Umgangssprache,Supination,Was bedeutet der medizinische Fachbegriff „Supination“ in Umgangssprache?,Auswärtsdrehung von Hand und Fuß
fsp-stuttgart-247,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Sympathikolyse,Was bedeutet der medizinische Fachbegriff „Sympathikolyse“ in Umgangssprache?,Ausschaltung der sympathischen Innervierung
fsp-stuttgart-248,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Synkope,Was bedeutet der medizinische Fachbegriff „Synkope“ in Umgangssprache?,kurze Bewusstlosigkeit
fsp-stuttgart-249,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,terminal,Was bedeutet der medizinische Fachbegriff „terminal“ in Umgangssprache?,"final, das Ende betreffend"
fsp-stuttgart-250,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,terminale Niereninsuffizienz,Was bedeutet der medizinische Fachbegriff „terminale Niereninsuffizienz“ in Umgangssprache?,finales Nierenversagen
fsp-stuttgart-251,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Thrombozyt,Was bedeutet der medizinische Fachbegriff „Thrombozyt“ in Umgangssprache?,Blutplättchen
fsp-stuttgart-252,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,TIA,Was bedeutet der medizinische Fachbegriff „TIA“ in Umgangssprache?,transitorische ischämische Attacke
fsp-stuttgart-253,FSP Stuttgart.docx,9,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Tibia,Was bedeutet der medizinische Fachbegriff „Tibia“ in Umgangssprache?,Schienbein
fsp-stuttgart-254,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Tic,Was bedeutet der medizinische Fachbegriff „Tic“ in Umgangssprache?,"Zucken, nicht unterdrückbares Muskelzucken"
fsp-stuttgart-255,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Tophus,Was bedeutet der medizinische Fachbegriff „Tophus“ in Umgangssprache?,Knoten (z. B. Gichtknoten)
fsp-stuttgart-256,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,toxisch,Was bedeutet der medizinische Fachbegriff „toxisch“ in Umgangssprache?,giftig
fsp-stuttgart-257,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Tranquilizer,Was bedeutet der medizinische Fachbegriff „Tranquilizer“ in Umgangssprache?,beruhigendes Medikament
fsp-stuttgart-258,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Transfusion,Was bedeutet der medizinische Fachbegriff „Transfusion“ in Umgangssprache?,Blutübertragung
fsp-stuttgart-259,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,transitorische Ischämie,Was bedeutet der medizinische Fachbegriff „transitorische Ischämie“ in Umgangssprache?,vorübergehende Blutleere
fsp-stuttgart-260,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Tremor,Was bedeutet der medizinische Fachbegriff „Tremor“ in Umgangssprache?,Zittern
fsp-stuttgart-261,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Trigeminusneuralgie,Was bedeutet der medizinische Fachbegriff „Trigeminusneuralgie“ in Umgangssprache?,Schmerzanfälle im Bereich des Nervus trigeminus
fsp-stuttgart-262,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,medium,3,Fachbegriff → Umgangssprache,Trikuspidalinsuffizienz,Was bedeutet der medizinische Fachbegriff „Trikuspidalinsuffizienz“ in Umgangssprache?,Form der Herzklappenfehler
fsp-stuttgart-263,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Ulna,Was bedeutet der medizinische Fachbegriff „Ulna“ in Umgangssprache?,Elle
fsp-stuttgart-264,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Urämie,Was bedeutet der medizinische Fachbegriff „Urämie“ in Umgangssprache?,Anhäufung von harnpflichtigen Stoffen im Blut (sog. Harnvergiftung)
fsp-stuttgart-265,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Valva,Was bedeutet der medizinische Fachbegriff „Valva“ in Umgangssprache?,Klappe
fsp-stuttgart-266,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Varizelle,Was bedeutet der medizinische Fachbegriff „Varizelle“ in Umgangssprache?,Windpocke
fsp-stuttgart-267,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Varizen,Was bedeutet der medizinische Fachbegriff „Varizen“ in Umgangssprache?,erweiterte geschlängelte Venen (sog. Krampfadern)
fsp-stuttgart-268,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,Vena Cava inferior,Was bedeutet der medizinische Fachbegriff „Vena Cava inferior“ in Umgangssprache?,untere Hohlvene
fsp-stuttgart-269,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Vena cava superior,Was bedeutet der medizinische Fachbegriff „Vena cava superior“ in Umgangssprache?,obere Hohlvene
fsp-stuttgart-270,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Venenthrombose,Was bedeutet der medizinische Fachbegriff „Venenthrombose“ in Umgangssprache?,Blutgerinnsel in den Hauptvenen
fsp-stuttgart-271,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,2,Fachbegriff → Umgangssprache,ventral,Was bedeutet der medizinische Fachbegriff „ventral“ in Umgangssprache?,bauchseitig gelegen
fsp-stuttgart-272,FSP Stuttgart.docx,10,Medizinische Fachbegriffe FSP Stuttgart,Medizinische Fachbegriffe FSP Stuttgart,basic,1,Fachbegriff → Umgangssprache,Verstopfung,Was bedeutet der medizinische Fachbegriff „Verstopfung“ in Umgangssprache?,Obstipation
